제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
한양대 인터칼리지 어떤가요?,베테랑82,2025-10-05 01:51:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29019744?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,"학교 홈페이지 홍보글을 보면, 장점이 꽤 많은 것 같은데.. ​인터넷을 좀 검색해보면.. 1학기 끝나고 뭔가 말이 많았던 것 같네요. ​지인 왈: 1학기 마치고, 자퇴? 휴학? 비율이 많다는 얘기도 들었어요. ​새로 생긴 학과인데, 수업 질은 어떤가요?",[작성자:woooiii|내용:이번에 지원했는데 저도 궁금하네요|날짜:2025.10.05. 20:39] || [작성자:woooiii|내용:이번에 지원했는데 저도 궁금하네요|날짜:2025.10.05. 20:39] || [작성자:woooiii|내용:이번에 지원했는데 저도 궁금하네요|날짜:2025.10.05. 20:39] || [작성자:woooiii|내용:이번에 지원했는데 저도 궁금하네요|날짜:2025.10.05. 20:39] || [작성자:unknown|내용:2025.10.05. 20:39답글쓰기0|날짜:2025.10.05. 20:39] || [작성자:unknown|내용:2025.10.05. 20:39답글쓰기|날짜:2025.10.05. 20:39],6
한양인터칼리지(자연) vs unist 이공,fwdggr,2025-10-04 15:07:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29019355?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,어디가 더 괜찮을까요?,[작성자:lililliilliIIiIl|내용:이게 비교가 되냐!무조건 한양대 인칼|날짜:2025.10.04. 20:16] || [작성자:lililliilliIIiIl|내용:이게 비교가 되냐!무조건 한양대 인칼|날짜:2025.10.04. 20:16] || [작성자:lililliilliIIiIl|내용:이게 비교가 되냐!무조건 한양대 인칼|날짜:2025.10.04. 20:16] || [작성자:lililliilliIIiIl|내용:이게 비교가 되냐!무조건 한양대 인칼|날짜:2025.10.04. 20:16] || [작성자:unknown|내용:2025.10.04. 20:16답글쓰기2|날짜:2025.10.04. 20:16] || [작성자:unknown|내용:2025.10.04. 20:16답글쓰기|날짜:2025.10.04. 20:16],6
성균관대 공학계열 한양대 인터칼리지 무전공,쁘니쁘니쁘,2025-10-04 13:50:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29019303?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,둘 다 합격한다면 어느쪽 선택이 나을까요?지방민이라 어차피 경기 서울 상관없거든요한양대 인터칼리지는 작년 신설이라 정보가 너무 없어서 답답합니다 성균관 공학계열과 한양대 인터칼리지에 아시는분이나 선택면에서 조언구합니다~,[작성자:GSSHDUJSK|내용:공학계열에 지원할 수 있는 과를 보고 결정할 듯요|날짜:2025.10.04. 13:56] || [작성자:GSSHDUJSK|내용:공학계열에 지원할 수 있는 과를 보고 결정할 듯요|날짜:2025.10.04. 13:56] || [작성자:GSSHDUJSK|내용:공학계열에 지원할 수 있는 과를 보고 결정할 듯요|날짜:2025.10.04. 13:56] || [작성자:GSSHDUJSK|내용:공학계열에 지원할 수 있는 과를 보고 결정할 듯요|날짜:2025.10.04. 13:56] || [작성자:unknown|내용:2025.10.04. 13:56답글쓰기0|날짜:2025.10.04. 13:56] || [작성자:unknown|내용:2025.10.04. 13:56답글쓰기|날짜:2025.10.04. 13:56],6
성대 글로벌리더,ttddee26,2025-10-04 12:58:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29019269?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,성대 글로벌리더 입결은 연고대 무슨 과 정도랑 비비나요?,[작성자:한양도성|내용:안겹치지 않을까요..?|날짜:2025.10.04. 14:16] || [작성자:한양도성|내용:안겹치지 않을까요..?|날짜:2025.10.04. 14:16] || [작성자:한양도성|내용:안겹치지 않을까요..?|날짜:2025.10.04. 14:16] || [작성자:한양도성|내용:안겹치지 않을까요..?|날짜:2025.10.04. 14:16] || [작성자:unknown|내용:2025.10.04. 14:16답글쓰기0|날짜:2025.10.04. 14:16] || [작성자:unknown|내용:2025.10.04. 14:16답글쓰기|날짜:2025.10.04. 14:16],6
스카이서성한 K팝 AI 보이그룹!!,에이브,2025-10-04 10:01:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29019183?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,수험 생활에 힘 되시길! 서성한 이상 꼭 합격!! ㄱㄱ​,[작성자:진은라정예|내용:와우 멋지네요~~~^^|날짜:2025.10.05. 06:43] || [작성자:진은라정예|내용:와우 멋지네요~~~^^|날짜:2025.10.05. 06:43] || [작성자:진은라정예|내용:와우 멋지네요~~~^^|날짜:2025.10.05. 06:43] || [작성자:진은라정예|내용:와우 멋지네요~~~^^|날짜:2025.10.05. 06:43] || [작성자:unknown|내용:2025.10.05. 06:43답글쓰기1|날짜:2025.10.05. 06:43] || [작성자:unknown|내용:2025.10.05. 06:43답글쓰기|날짜:2025.10.05. 06:43],6
한양대 산업융합학부,25비니학부모,2025-10-04 00:35:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29019058?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,아시는분 계신가요? 특성화고 재직자 전형이라고 알고 있는데저는 채용을 하는 입장이고 그곳을 재학중인 학생들의 포지션이 궁금합니다. 특성화고 전교권인건지..아니면 고등 내신과 상관없이 다니는 회사의 경력으로 가는 과인지 등이 궁금합니다. 그리고 특성화고는 보통 인문계 성적이 안되면 가는것이 맞는지요..라떼는 성적이 좋아도 가정형편 안좋으면 가는 아이들이 종종 있었는데 요즘은 어떤가요?,"[작성자:용용준|내용:재직자전형도 내신100으로 평가합니다. 한양대 정도면 전교 다섯손가락정도 들지 싶어요. 저는 학부모이며  지인 딸이 재직자전형으로 올해 경희대 갔어요. 한양대도 넣었지만  떨어지고 경희 붙었대요. 그 아이는 중학교 전교1등으로 상업계열로 알아주는 특성화고 갔어요. 교사부모의 반대에도 불구하고 특성화고 갔고 만족하더라구요. 요즘은 우리때와 달리 집안형편 상관없이 본인 소신껏 특성화고 지원하는 경우도 있는거 같아요. 물론 취업우선인 친구들도 있고, 입시전략으로 삼기도 하구요.|날짜:2025.10.04. 01:43] || [작성자:용용준|내용:재직자전형도 내신100으로 평가합니다. 한양대 정도면 전교 다섯손가락정도 들지 싶어요. 저는 학부모이며  지인 딸이 재직자전형으로 올해 경희대 갔어요. 한양대도 넣었지만  떨어지고 경희 붙었대요. 그 아이는 중학교 전교1등으로 상업계열로 알아주는 특성화고 갔어요. 교사부모의 반대에도 불구하고 특성화고 갔고 만족하더라구요. 요즘은 우리때와 달리 집안형편 상관없이 본인 소신껏 특성화고 지원하는 경우도 있는거 같아요. 물론 취업우선인 친구들도 있고, 입시전략으로 삼기도 하구요.|날짜:2025.10.04. 01:43] || [작성자:용용준|내용:재직자전형도 내신100으로 평가합니다. 한양대 정도면 전교 다섯손가락정도 들지 싶어요. 저는 학부모이며  지인 딸이 재직자전형으로 올해 경희대 갔어요. 한양대도 넣었지만  떨어지고 경희 붙었대요. 그 아이는 중학교 전교1등으로 상업계열로 알아주는 특성화고 갔어요. 교사부모의 반대에도 불구하고 특성화고 갔고 만족하더라구요. 요즘은 우리때와 달리 집안형편 상관없이 본인 소신껏 특성화고 지원하는 경우도 있는거 같아요. 물론 취업우선인 친구들도 있고, 입시전략으로 삼기도 하구요.|날짜:2025.10.04. 01:43] || [작성자:용용준|내용:재직자전형도 내신100으로 평가합니다. 한양대 정도면 전교 다섯손가락정도 들지 싶어요. 저는 학부모이며  지인 딸이 재직자전형으로 올해 경희대 갔어요. 한양대도 넣었지만  떨어지고 경희 붙었대요. 그 아이는 중학교 전교1등으로 상업계열로 알아주는 특성화고 갔어요. 교사부모의 반대에도 불구하고 특성화고 갔고 만족하더라구요. 요즘은 우리때와 달리 집안형편 상관없이 본인 소신껏 특성화고 지원하는 경우도 있는거 같아요. 물론 취업우선인 친구들도 있고, 입시전략으로 삼기도 하구요.|날짜:2025.10.04. 01:43] || [작성자:unknown|내용:2025.10.04. 01:43답글쓰기0|날짜:2025.10.04. 01:43] || [작성자:unknown|내용:2025.10.04. 01:43답글쓰기|날짜:2025.10.04. 01:43]",6
외고 서강대 수시 반수,fdjidkx,2025-10-03 21:23:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29018910?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,"경기권 외고 재학중인 고3 학생입니다. 내신은 3점 중반이고 올해 서강대 어문계열 학과를 학종으로 지원했는데, 혹시 올해 떨어지게 될 경우를 대비해서 3학년 2학기 내신을 챙겨서 더 나은 내신으로 같은 학과에 다시 지원해볼 생각입니다. 아직 정확한 등급은 산출되지 않았지만 3-2 내신은 대략 2점대 초반? 정도로 나올 것 같습니다.​성대나 한양대는 공식적으로 2학기를 반영하지 않는 것으로 알고 있는데 서강은 3학년 2학기에서의 내신 향상을 반수시에 반영하나요?",[작성자:서성한아날주워가|내용:서강대는 반영 안한다는 얘기를 못들어봐서 반영하는거 같아요!|날짜:2025.10.03. 23:04] || [작성자:서성한아날주워가|내용:서강대는 반영 안한다는 얘기를 못들어봐서 반영하는거 같아요!|날짜:2025.10.03. 23:04] || [작성자:서성한아날주워가|내용:서강대는 반영 안한다는 얘기를 못들어봐서 반영하는거 같아요!|날짜:2025.10.03. 23:04] || [작성자:서성한아날주워가|내용:서강대는 반영 안한다는 얘기를 못들어봐서 반영하는거 같아요!|날짜:2025.10.03. 23:04] || [작성자:unknown|내용:2025.10.03. 23:04답글쓰기0|날짜:2025.10.03. 23:04] || [작성자:unknown|내용:2025.10.03. 23:04답글쓰기|날짜:2025.10.03. 23:04],6
서성한중경외시 라인 정시 반영점수에서 국어 낮고 수학비중이 가장높은 대학이 어딜까요?,tngkrwhgdk,2025-10-03 12:38:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29018587?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,"수학과를 희망하고있습니다. 다른과목에 비해 수학은 잘 나오고 국어가 약합니다. 제가 요강보고 파악한바로는 한양대가 국어25, 수학40으로 차이가 크더라구요.다른학교 아시는 곳있음 수학높고 국어비중이 낮은 대학 정보 좀 부탁드립니다.","[작성자:blackberrrrrrrri|내용:국어를 1로 놓고 보았을 때 수능 과목 반영비율입니다. 성균관대 자연A가 수학비중이 국어의 2배로 보이네요.

출처: 입시스케치 카페|날짜:2025.10.03. 15:27] || [작성자:blackberrrrrrrri|내용:국어를 1로 놓고 보았을 때 수능 과목 반영비율입니다. 성균관대 자연A가 수학비중이 국어의 2배로 보이네요.

출처: 입시스케치 카페|날짜:2025.10.03. 15:27] || [작성자:blackberrrrrrrri|내용:국어를 1로 놓고 보았을 때 수능 과목 반영비율입니다. 성균관대 자연A가 수학비중이 국어의 2배로 보이네요.

출처: 입시스케치 카페|날짜:2025.10.03. 15:27] || [작성자:blackberrrrrrrri|내용:국어를 1로 놓고 보았을 때 수능 과목 반영비율입니다. 성균관대 자연A가 수학비중이 국어의 2배로 보이네요.

출처: 입시스케치 카페|날짜:2025.10.03. 15:27] || [작성자:unknown|내용:2025.10.03. 15:27답글쓰기|날짜:2025.10.03. 15:27] || [작성자:unknown|내용:2025.10.03. 15:27답글쓰기|날짜:2025.10.03. 15:27]",6
서성한 논술 난이도,woooiii,2025-10-01 16:24:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29017271?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,많이 빡센가요????,"[작성자:김치치즈볶음|내용:인문인지 수리인지부터 말씀하셔야 할 것 같아요
인문논술로 합격한 24학번 성대생입니다|날짜:2025.10.01. 17:24] || [작성자:김치치즈볶음|내용:인문인지 수리인지부터 말씀하셔야 할 것 같아요
인문논술로 합격한 24학번 성대생입니다|날짜:2025.10.01. 17:24] || [작성자:김치치즈볶음|내용:인문인지 수리인지부터 말씀하셔야 할 것 같아요
인문논술로 합격한 24학번 성대생입니다|날짜:2025.10.01. 17:24] || [작성자:김치치즈볶음|내용:인문인지 수리인지부터 말씀하셔야 할 것 같아요
인문논술로 합격한 24학번 성대생입니다|날짜:2025.10.01. 17:24] || [작성자:unknown|내용:2025.10.01. 17:24답글쓰기|날짜:2025.10.01. 17:24] || [작성자:unknown|내용:2025.10.01. 17:24답글쓰기|날짜:2025.10.01. 17:24]",6
지방외고 3.4가 한양대 국제학부 가능할ㄲㅏ?,대학을어디로갈까,2025-09-29 14:25:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29015145?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,"지방외고 다니는 고3입니다​총내신: 3.4영어 내신: 1.9​이번에 상향으로 한양대 국제학부 질렀어요3년 내내 생기부 방향은 국제로 같고, 동아리도 모의UN이에요​한양대 서류형 국제학부...가능할까요???저처럼 지방외고에서 한양대 국제학부 쓰신 분 있나요ㅜㅜ",[작성자:뚝딱허수판독기|내용:학교 선배들도 그정도 내신에 그정도 학교 갈정도라면 가능 근데 요즘 많은 외고들이 평범한 일반고 수준이라..선배들 입결봐야 알듯|날짜:2025.09.29. 14:36] || [작성자:뚝딱허수판독기|내용:학교 선배들도 그정도 내신에 그정도 학교 갈정도라면 가능 근데 요즘 많은 외고들이 평범한 일반고 수준이라..선배들 입결봐야 알듯|날짜:2025.09.29. 14:36] || [작성자:뚝딱허수판독기|내용:학교 선배들도 그정도 내신에 그정도 학교 갈정도라면 가능 근데 요즘 많은 외고들이 평범한 일반고 수준이라..선배들 입결봐야 알듯|날짜:2025.09.29. 14:36] || [작성자:뚝딱허수판독기|내용:학교 선배들도 그정도 내신에 그정도 학교 갈정도라면 가능 근데 요즘 많은 외고들이 평범한 일반고 수준이라..선배들 입결봐야 알듯|날짜:2025.09.29. 14:36] || [작성자:unknown|내용:2025.09.29. 14:36답글쓰기2|날짜:2025.09.29. 14:36] || [작성자:unknown|내용:2025.09.29. 14:36답글쓰기|날짜:2025.09.29. 14:36],6
5등급제,상승곡선그리는거야,2025-09-29 12:28:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29015026?boardtype=L&userDisplay=50&menuid=299&referrerAllArticles=false&page=1,1학기때는 마냥 5등급제라 쉽겠지 라는 생각으로 2.5라는 등급을 받았습니다2학기때 그래도 전보다 열심히 해서 1.6 나올 것 같은데 한양대 체대를 가고싶어요!! 저희 학교가 학종으로 매년 5명정도를 서연고 서성한 보내요​제가 모의고사는 국어3등급 빼고 다 높은 2등급 나와요!!수학은 내신만 보면 전교 1등도 노려볼 점수고요​수시보다 정시에 초점을 맞춰서 도전해보는게 좋을까요??또 수시로도 한양대 체대 도전해볼만한가요..​,[작성자:600D|내용:일단 1학년 때는 무조건 내신입니다|날짜:2025.09.29. 14:15] || [작성자:600D|내용:일단 1학년 때는 무조건 내신입니다|날짜:2025.09.29. 14:15] || [작성자:600D|내용:일단 1학년 때는 무조건 내신입니다|날짜:2025.09.29. 14:15] || [작성자:600D|내용:일단 1학년 때는 무조건 내신입니다|날짜:2025.09.29. 14:15] || [작성자:unknown|내용:2025.09.29. 14:15답글쓰기|날짜:2025.09.29. 14:15] || [작성자:unknown|내용:2025.09.29. 14:15답글쓰기|날짜:2025.09.29. 14:15],6
