제목,작성자,작성일,URL,본문,댓글데이터,댓글개수
"[뉴스] 전남대, 박사 신입생 등록금 전액 면제…연구중심대학 도약 ‘시동’",Lorraine0519,2025-10-21 21:58:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29035230?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,"전남대학교가 연구중심대학으로의 전환을 본격화하며 대학원 전일제 박사과정 신입생에게 첫 학기 등록금을 전액 면제하는 제도를 도입한다. 연구 인재 유치를 위한 지방대학의 과감한 시도로 주목된다.​20일 전남대에 따르면 대학원은 2026학년도 1학기 입학생부터 직장을 두지 않고 연구에 전념하는 전일제 박사과정 신입생을 대상으로 첫 학기 등록금을 전액 지원한다. 산업체 재직자 등 비전일제 학생은 제외된다.​이번 제도는 대학원 진학 초기의 경제적 부담을 줄이고 연구 몰입도를 높이기 위한 ‘입학 초기 지원형 장학제’로 설계됐다. 전남대는 이미 BK21 사업 등 국책연구를 통해 대학원생 지원을 확대해 왔으나, 등록금 부담이 여전히 박사과정 진학의 걸림돌로 지적돼 왔다.​특히 박사과정은 연구 수행비와 생활비 등 추가 비용이 커 학생들의 재정적 부담이 큰 상황이다. 전남대는 이 같은 문제를 해결해 우수 인재들이 경제적 이유로 연구를 포기하지 않도록 돕고, 초기 연구 몰입 기반을 강화할 계획이다.​지역사회에서는 이번 조치가 광주·전남권 연구 인재 유치와 지방대학 경쟁력 제고에 긍정적인 효과를 낼 것으로 기대하고 있다.​​https://news.mtn.co.kr/news-detail/2025102020572573664 전남대, 박사 신입생 등록금 전액 면제…연구중심대학 도약 ‘시동’ 전남대학교가 연구중심대학으로의 전환을 본격화하며 대학원 전일제 박사과정 신입생에게 첫 학기 등록금을 전액 면제하는 제도를 도입한다. 연구 인재 유치를 위한 지방대학의 과감한 시도로 주목된다.20일 전남대에 따르면 대학원은 2026학년도 1학기 입학생부터 직장을 두지 않고 연구에 전념하는 전일제 박사과정 신입생을 대상으로 첫 학기 등록금을 전액 지원한다. 산업체 재직자 등 비전일제 학생은 제외된다.이번 제도는 대학원 진학 초기의 경제적 부담을 줄이고 연구 몰입도를 높이기 위한 ‘입학 초기 지원형 장학제’로 설계됐다. 전남대는 news.mtn.co.kr ​",댓글없음,0
커뮤니티 공대 순위 최신,lililolili,2025-10-21 21:52:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29035220?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,​,[작성자:liIlIiIliiIiiiIIilII|내용:유머 글인가요?|날짜:2025.10.21. 22:17] || [작성자:liIlIiIliiIiiiIIilII|내용:유머 글인가요?|날짜:2025.10.21. 22:17] || [작성자:liIlIiIliiIiiiIIilII|내용:유머 글인가요?|날짜:2025.10.21. 22:17] || [작성자:liIlIiIliiIiiiIIilII|내용:유머 글인가요?|날짜:2025.10.21. 22:17] || [작성자:unknown|내용:2025.10.21. 22:17답글쓰기1|날짜:2025.10.21. 22:17] || [작성자:unknown|내용:2025.10.21. 22:17답글쓰기|날짜:2025.10.21. 22:17],6
"[뉴스] '글로컬대' 충남대·공주대...""쉽지 않은 통합"" (26년 3월 신청서 제출 예정)",Lorraine0519,2025-10-21 21:49:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29035215?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,"(취재 내용 발췌)​""독단적인 사업 추진 중단하라. (중단하라, 중단하라.)"" 충남대 본부 앞에 각 학과 깃발을 든 학생들이 구호를 외치며 통합 반대 시위에 나섰습니다.​학생들은 충남대 교명 보장과 별도 캠퍼스 운영, 유사학과 강제 통폐합 반대, 졸업장 구분 표기, 본부 대덕캠퍼스 유지 등 5가지를 요구하고 있습니다. ​교수들도 사업 선정 환영과는 별개로 상황이 녹록지 않다며 우려를 나타냈습니다. 충남대 교수회는 입장문에서 앞선 계획서가 교명, 본부 위치, 총장 선출 방식 등 갈등 소지를 제대로 다루지 않았다며, 통합추진 위원회에 교수진 참여 보장, 통합추진 전용 게시판 설치와 재정 투명성 등 정보 공개와 단과대학 동의 절차 등 4대 원칙을 제시했습니다.​주항연/ 충남대 교수회 부회장 ""통합을 전제하고 일을 추진한 지금 정황이거든요. 그래서 그렇게 하다 보니까 본부가 이제 유리한 데이터라든지 유리한 정보만 이제 그 구성원들한테 알려서..""​공주에도 통합을 반대하는 현수막이 곳곳에 내걸렸습니다. 통합이 일방적으로 추진될 경우 지역대학의 정체성이 훼손되고, 지역사회 경제·문화적 기반이 약화할 수 있다고 우려합니다.​서봉균/공주참여자치시민연대 사무처장 ""통합과 관련돼서 공주시민이나 단체들이 거기에 의견을 낼 수 있을 만한 통로가 전혀 없다라고 하는 것이 저희들이 답답하고..""​공주대 학생들 역시 지금도 천안, 예산으로 나뉜 캠퍼스로 불편이 크다며 공주대 ·충남대가 아닌 새 교명 등 4대 요구사항을 내놨습니다.​신경섭/공주대 총학생회장 ""첫 번째로는 교명은 제3의 교명으로 가야 된다. 그리고 졸업장의 경우에도 통합대학의 교명으로 나와야 한다""​교수와 학생, 지역사회의 반발 속에 내년 3월 통합 신청서 제출을 위한 소통이 무엇보다 중요해지고 있습니다. ​https://tjmbc.co.kr/article/JZTKyY7jmCGCY '글로컬대' 충남대·공주대...""쉽지 않은 통합""/투데이 ::::: 기사 '글로컬대' 충남대·공주대...""쉽지 않은 통합""/투데이 tjmbc.co.kr ​",댓글없음,0
수학 10모,lUNDEADl,2025-10-21 21:33:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29035190?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,여기서 최솟값 17이 나오는 x좌표가 루트2/2t라고 생각했는데 해설강의나 답지에서는 아니라고 합니다.​사차함수 비율관계 루트2 대 1로 저렇게 나올 거라고 생각했는데 혹시 비율관계를 잘못 적용한 건지 알려주시면 감사하겠습니다.,[작성자:26수능수학만점|내용:비율관계 잘못 쓰셨어요|날짜:2025.10.21. 21:41] || [작성자:26수능수학만점|내용:비율관계 잘못 쓰셨어요|날짜:2025.10.21. 21:41] || [작성자:26수능수학만점|내용:비율관계 잘못 쓰셨어요|날짜:2025.10.21. 21:41] || [작성자:26수능수학만점|내용:비율관계 잘못 쓰셨어요|날짜:2025.10.21. 21:41] || [작성자:unknown|내용:2025.10.21. 21:41답글쓰기0|날짜:2025.10.21. 21:41] || [작성자:unknown|내용:2025.10.21. 21:41답글쓰기|날짜:2025.10.21. 21:41],6
수학 기출문제,이과머리,2025-10-21 19:56:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29035074?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,"오르새 쌤께서 강의 중에 언급하신 건데f(x)에 미정계수 a,b가 지정되어 있고 f(1)<1 이런 조건으로 판별식 쓰는 문젠데 합답형 선지 ㄷ에 f(x)=f'(k)인 k가 4개 존재한다라네요! 약간 어렴풋이 a<b<3 뭐 이런 조건이었나.. 기억이 날랑말랑하는데 언제 문젠지 아시면 알려주세요!",댓글없음,0
화공 생기부로 신소재 뚫기,섀버미,2025-10-21 19:23:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29035038?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,화공에 맞춰진 생기부로 신소재공학과 지원 시에 어떨까요?,"[작성자:Genemod|내용:계열적합 위주라 성적과 내용 깊이가 받쳐준다면 1단계 합격은 가능하겠으나, 면접에서 ‘화학공학과가 아닌 신소재공학과를 지원한 이유‘를 설득력 있게 설명하셔야 합니다.|날짜:2025.10.21. 19:27] || [작성자:Genemod|내용:계열적합 위주라 성적과 내용 깊이가 받쳐준다면 1단계 합격은 가능하겠으나, 면접에서 ‘화학공학과가 아닌 신소재공학과를 지원한 이유‘를 설득력 있게 설명하셔야 합니다.|날짜:2025.10.21. 19:27] || [작성자:Genemod|내용:계열적합 위주라 성적과 내용 깊이가 받쳐준다면 1단계 합격은 가능하겠으나, 면접에서 ‘화학공학과가 아닌 신소재공학과를 지원한 이유‘를 설득력 있게 설명하셔야 합니다.|날짜:2025.10.21. 19:27] || [작성자:Genemod|내용:계열적합 위주라 성적과 내용 깊이가 받쳐준다면 1단계 합격은 가능하겠으나, 면접에서 ‘화학공학과가 아닌 신소재공학과를 지원한 이유‘를 설득력 있게 설명하셔야 합니다.|날짜:2025.10.21. 19:27] || [작성자:unknown|내용:2025.10.21. 19:27답글쓰기0|날짜:2025.10.21. 19:27] || [작성자:unknown|내용:2025.10.21. 19:27답글쓰기|날짜:2025.10.21. 19:27]",6
경북대 컴공과 정시로 가려면,ㅣㅡㅣㅡㅣㅡ,2025-10-21 17:57:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29034958?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,​어느정도 나와야 하나요?입학처 가봐도 입결이 안나오네요,[작성자:ilovebeck37|내용:2.3등급안으로요?|날짜:2025.10.21. 18:34] || [작성자:ilovebeck37|내용:2.3등급안으로요?|날짜:2025.10.21. 18:34] || [작성자:ilovebeck37|내용:2.3등급안으로요?|날짜:2025.10.21. 18:34] || [작성자:ilovebeck37|내용:2.3등급안으로요?|날짜:2025.10.21. 18:34] || [작성자:unknown|내용:2025.10.21. 18:34답글쓰기0|날짜:2025.10.21. 18:34] || [작성자:unknown|내용:2025.10.21. 18:34답글쓰기|날짜:2025.10.21. 18:34],6
고려대 공대 정시생 사탐런?,목표21112,2025-10-21 17:20:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29034911?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,"고려대 공대 가고 싶은데 탐구 둘다 과학으로 가야할까요? 가산점을 도저히 무시 못 하겠어요.. 원래 물리1, 정법 이렇게 할 계획이었는데 최상위 대학을 가려면 둘 다 과탐을 해야 하는 건지 고민 되네요..",댓글없음,0
예비고3(08) 자퇴후 기숙,예비고샴,2025-10-21 17:01:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29034890?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,지방 일반고인데 내신이 5점대라 더 이상 수시를 챙길 이유가 없는것 같아서 정시만 보고 공부할 생각이었어요생각보다 학교다니면서 정시만 공부하는게 쉽지 않기도 하고 교육과정이 바뀌면서 재수도 못하니 더 집중해서 하는게 맞을것 같다는 판단에 자퇴후 기숙학원을 가려고 합니다검정고시는 내년 8월에 칠 예정이에요모고는 평균적으로 3등급 나와요진짜 열심히 하려고 마음 먹었는데 생각보다 쉽지 않네요​예비고3 이과 여학생 입니다기숙학원 괜찮은곳 자세히 알려주시면 감사하겠습니다​,"[작성자:뚱시k|내용:저도 검정고시출신입니다. 요즘 대학 잘가겠다고 자퇴하는 분들이 이해가 조금 안가는게어차피 취업하려고 대학 좋은데 가는건데, (극상위권 메디컬제외)고등학교도 학력의 일부고고등학교자퇴 이력도 마이너스입니다. (안그런 회사도 있을수있겠지만)그리고 이미 자퇴하기엔 늦으셨어요.벌써 11월입니다.기숙학원이요?20살~23살 n수생들도 고통스러워하고 우울한게 기숙학원입니다. 학교다니시면서 또래친구들과 평범한 고등시절 보내셔야죠. 제 나이가 되면 미치도록 교복이 입고싶어도 평생 못입는답니다. 고등학교는 대학처럼 나이먹어도 다시 못 다니니 자퇴하면 더더욱 리스크가 크다는겁니다.더군다나 내신 5등급이시면 어떻게든 고등학교 졸업하셔야죠.고등 자퇴까지 하시면 안됩니다.경험자의 글을 읽어도 자퇴가 확고하시다면 11월안에는 반드시 하셔야 내년 8월검정고시를 보시고 제나이에 대학들어가실수있으니 11월안에는 하세용|날짜:2025.10.21. 20:31] || [작성자:뚱시k|내용:저도 검정고시출신입니다. 요즘 대학 잘가겠다고 자퇴하는 분들이 이해가 조금 안가는게어차피 취업하려고 대학 좋은데 가는건데, (극상위권 메디컬제외)고등학교도 학력의 일부고고등학교자퇴 이력도 마이너스입니다. (안그런 회사도 있을수있겠지만)그리고 이미 자퇴하기엔 늦으셨어요.벌써 11월입니다.기숙학원이요?20살~23살 n수생들도 고통스러워하고 우울한게 기숙학원입니다. 학교다니시면서 또래친구들과 평범한 고등시절 보내셔야죠. 제 나이가 되면 미치도록 교복이 입고싶어도 평생 못입는답니다. 고등학교는 대학처럼 나이먹어도 다시 못 다니니 자퇴하면 더더욱 리스크가 크다는겁니다.더군다나 내신 5등급이시면 어떻게든 고등학교 졸업하셔야죠.고등 자퇴까지 하시면 안됩니다.경험자의 글을 읽어도 자퇴가 확고하시다면 11월안에는 반드시 하셔야 내년 8월검정고시를 보시고 제나이에 대학들어가실수있으니 11월안에는 하세용|날짜:2025.10.21. 20:31] || [작성자:뚱시k|내용:저도 검정고시출신입니다. 요즘 대학 잘가겠다고 자퇴하는 분들이 이해가 조금 안가는게어차피 취업하려고 대학 좋은데 가는건데, (극상위권 메디컬제외)고등학교도 학력의 일부고고등학교자퇴 이력도 마이너스입니다. (안그런 회사도 있을수있겠지만)그리고 이미 자퇴하기엔 늦으셨어요.벌써 11월입니다.기숙학원이요?20살~23살 n수생들도 고통스러워하고 우울한게 기숙학원입니다. 학교다니시면서 또래친구들과 평범한 고등시절 보내셔야죠. 제 나이가 되면 미치도록 교복이 입고싶어도 평생 못입는답니다. 고등학교는 대학처럼 나이먹어도 다시 못 다니니 자퇴하면 더더욱 리스크가 크다는겁니다.더군다나 내신 5등급이시면 어떻게든 고등학교 졸업하셔야죠.고등 자퇴까지 하시면 안됩니다.경험자의 글을 읽어도 자퇴가 확고하시다면 11월안에는 반드시 하셔야 내년 8월검정고시를 보시고 제나이에 대학들어가실수있으니 11월안에는 하세용|날짜:2025.10.21. 20:31] || [작성자:뚱시k|내용:저도 검정고시출신입니다. 요즘 대학 잘가겠다고 자퇴하는 분들이 이해가 조금 안가는게어차피 취업하려고 대학 좋은데 가는건데, (극상위권 메디컬제외)고등학교도 학력의 일부고고등학교자퇴 이력도 마이너스입니다. (안그런 회사도 있을수있겠지만)그리고 이미 자퇴하기엔 늦으셨어요.벌써 11월입니다.기숙학원이요?20살~23살 n수생들도 고통스러워하고 우울한게 기숙학원입니다. 학교다니시면서 또래친구들과 평범한 고등시절 보내셔야죠. 제 나이가 되면 미치도록 교복이 입고싶어도 평생 못입는답니다. 고등학교는 대학처럼 나이먹어도 다시 못 다니니 자퇴하면 더더욱 리스크가 크다는겁니다.더군다나 내신 5등급이시면 어떻게든 고등학교 졸업하셔야죠.고등 자퇴까지 하시면 안됩니다.경험자의 글을 읽어도 자퇴가 확고하시다면 11월안에는 반드시 하셔야 내년 8월검정고시를 보시고 제나이에 대학들어가실수있으니 11월안에는 하세용|날짜:2025.10.21. 20:31] || [작성자:unknown|내용:2025.10.21. 20:31답글쓰기0|날짜:2025.10.21. 20:31] || [작성자:unknown|내용:2025.10.21. 20:31답글쓰기|날짜:2025.10.21. 20:31]",6
To.선배님들-긴장하면 잘 체하는데 수능 전에 뭘 먹어야 하죠?,K 엘리트 지망생,2025-10-21 16:33:00,https://cafe.naver.com/f-e/cafes/10197921/articles/29034857?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=1,"제가 잘 체하는 타입인데 그저께 체했는데 지금 안좋거든요. 근데 체 한 번 하면 진짜 심해서 막 헛구역질하고 어지럽고 글씨 여러개로 보이고 명치 아프고 난리나요.​ 제가 여자고 키가 163~165cm 정도인데 몸무게 40~42kg 정도 저체중이고 많이 먹지도 않고 그냥 딱 1인분~1인분 살짝 넘게 정도만 먹는데요.​ 긴장하면 그냥 자꾸 체하고 물만 먹어도 울렁 거려요. 병원에서 여러 번 검사해봤는데 학교, 학원 때문에 밥 먹는 시간이 불규칙하고 밥 먹고 바로 자서 위가 안 좋아진 거래요. 그리고 스트레스성 위경련이나 스트레스 때문에 급성 과민성 대장증후군 와서 병원에서 X-ray 찍고 약 먹은 적이 많거든요. 또 스트레스 받거나 긴장할 때 소화 불량 엄청 심해요.​ 그래서 밥을 11/10부터 11/13까지 4일 동안 물만 먹고 굶어야 될까요? 아님 뭘 먹어야 될까요? 수능 봐보신 선배님들 조언 부탁드려요.​(+원래 아침에 입맛 없어서 밥 안 먹고 다니고, 육류ㆍ어류ㆍ가공식품보다 채소를 더 좋아해서 채소 먹어도 상관 없긴 한데 중딩 때 시험 전날 저녁에만 샐러드 먹은 적이 몇번 있는데도 속이 안좋아서 병원 다녀왔어요=>전날이나 점심에 먹은 게 체한 걸지도...)",[작성자:하하붕붕|내용:본인이 제일 잘 아니까 안 체할만한 걸 드시면 됩니다.저는 대장증후군이라 12시간 금식하고 수능봤습니다;;;;|날짜:2025.10.21. 16:34] || [작성자:하하붕붕|내용:본인이 제일 잘 아니까 안 체할만한 걸 드시면 됩니다.저는 대장증후군이라 12시간 금식하고 수능봤습니다;;;;|날짜:2025.10.21. 16:34] || [작성자:하하붕붕|내용:본인이 제일 잘 아니까 안 체할만한 걸 드시면 됩니다.저는 대장증후군이라 12시간 금식하고 수능봤습니다;;;;|날짜:2025.10.21. 16:34] || [작성자:하하붕붕|내용:본인이 제일 잘 아니까 안 체할만한 걸 드시면 됩니다.저는 대장증후군이라 12시간 금식하고 수능봤습니다;;;;|날짜:2025.10.21. 16:34] || [작성자:unknown|내용:2025.10.21. 16:34답글쓰기1|날짜:2025.10.21. 16:34] || [작성자:unknown|내용:2025.10.21. 16:34답글쓰기|날짜:2025.10.21. 16:34],6
